date,close,volume,open,high,low
1/9/2015,89.38,156388,90.22,90.5,88.48
1/8/2015,90.23,155017,89.9,91.11,89.422
1/7/2015,89.08,230789,88.64,89.16,87.74
1/6/2015,88.2,280876,90.02,90.4,87.25
1/5/2015,90.04,241770,90.1,90.68,89.51
1/2/2015,90.45,185519,91.78,93.34,89.982
12/31/2014,91.13,169492,90.47,91.32,90.42
12/30/2014,90.43,114260,90.96,91.16,89.876
12/29/2014,91.14,122780,90.33,91.2,89.81
12/26/2014,90.18,56860,90.49,90.78,89.79
12/24/2014,90.06,102206,89.82,91.04,89.47
12/23/2014,90.34,153150,90.19,90.6599,89.46
12/22/2014,89.92,146035,90,90.4865,89.2
12/19/2014,89.88,301790,90.31,90.31,89.02
12/18/2014,90.46,299136,92.14,92.14,89.54
12/17/2014,91.36,203453,89.63,91.51,88.86
12/16/2014,89.43,373579,90.1,90.9,89.39
12/15/2014,90.21,286653,89.98,90.97,89.8
12/12/2014,89.17,253852,87.33,89.49,86.71
12/11/2014,88.11,256926,89.12,89.95,87.75
12/10/2014,88.45,251449,90.49,90.49,87.815
12/9/2014,90.57,362849,88.53,90.57,88.02
12/8/2014,89.18,467111,91.01,94.16,86.98
12/5/2014,91.43,353970,89.59,91.61,89.59
12/4/2014,89.93,221638,89.3,90.36,88.23
12/3/2014,89,255778,89.21,89.35,88.2
12/2/2014,89.11,233479,87.42,89.19,87.283
12/1/2014,86.94,175715,87.73,88.57,86.82
11/28/2014,87.64,84470,87.69,89.34,87.51
11/26/2014,87.34,144337,85.46,87.56,85.35
11/25/2014,85.6,207703,84.95,85.96,84.935
11/24/2014,84.72,295583,85.53,86,84.5
11/21/2014,85.15,263883,86.05,86.2,85.07
11/20/2014,84.89,102622,84.68,85.37,83.72
11/19/2014,85.11,86816,85.42,85.757,85
11/18/2014,85.49,78103,86.01,86.23,85.29
11/17/2014,85.8,109601,87.24,87.4,85.76
11/14/2014,87.14,111353,87.53,88.2,87.12
11/13/2014,87.74,128652,87.49,88.8099,87.06
11/12/2014,87.28,107673,86.9,87.56,86.45
11/11/2014,87.2,95871,87.1,87.77,86.855
11/10/2014,87.16,127811,86.87,87.35,86.215
11/7/2014,86.63,111256,86.86,87.31,86.34
11/6/2014,87.05,176984,86.45,87.17,86.39
11/5/2014,86.27,194884,86.57,87.254,85.81
11/4/2014,86.17,141991,86.59,87.298,85.24
11/3/2014,86.67,190416,86.37,87.5,86.17
10/31/2014,86.36,241997,87.71,88.08,86.14
10/30/2014,86.21,181928,85.44,86.32,84.99
10/29/2014,85.9,221382,86.71,87.23,85.53
10/28/2014,86.55,368444,84.51,86.87,84.5
10/27/2014,84.44,127723,83.78,84.5,83.03
10/24/2014,84,184672,84.12,84.18,82.99
10/23/2014,83.89,267556,83.64,84,83.41
10/22/2014,82.84,141011,83.47,83.8599,82.764
10/21/2014,83.43,296516,82.56,83.6875,82.19
10/20/2014,82.26,231781,82.25,83.16,81.78
10/17/2014,82.57,266179,83.84,84.19,82.33
10/16/2014,82.75,446286,80.46,83.51,80.46
10/15/2014,82.13,350468,82.03,82.84,80.01
10/14/2014,83.12,356126,83.07,84.43,82.94
10/13/2014,82.37,279154,82.3,83.77,81.6
10/10/2014,81.91,185862,82.25,83.765,81.75
10/9/2014,82.73,181856,84.78,85.21,82.67
10/8/2014,85.16,229966,82.71,85.44,82.63
10/7/2014,82.6,219456,84.51,85.39,82.54
10/6/2014,85.29,124664,86.24,86.5399,85.03
10/3/2014,86.09,215280,85.11,86.21,84.502
10/2/2014,84.56,227935,85.07,85.65,83.25
10/1/2014,85.23,246885,86.55,86.988,84.831
9/30/2014,86.76,375808,85.44,87.38,85.04
9/29/2014,85.66,159074,85.01,85.83,84.83
9/26/2014,85.69,238967,85.9,86.1,85.65
9/25/2014,85.97,322956,86.41,87.28,85.89
9/24/2014,86.04,420656,87.63,89.01,84.24
9/23/2014,87.18,427871,88.09,88.09,86.87
9/22/2014,87.86,186619,88.07,88.71,87.7205
9/19/2014,88.33,256612,89.51,89.99,88.27
9/18/2014,89.36,237269,88.9,89.975,88.41
9/17/2014,88.43,186526,88.15,88.91,87.86
9/16/2014,88.14,229988,87.46,88.3,86.62
9/15/2014,87.41,249037,87.4,87.8533,86.78
9/12/2014,87.53,719260,86.25,89.45,86.13
9/11/2014,85.75,1114511,76.28,86,75.957
9/10/2014,76.77,119602,77.05,77.4,76.33
9/9/2014,76.89,122490,77.38,77.68,76.79
9/8/2014,77.52,238117,79.05,79.45,77.35
9/5/2014,79.31,56404,79.2,79.45,78.5544
9/4/2014,79.56,79665,79.75,80.18,79.09
9/3/2014,79.45,130155,79.2,79.7,78.99
9/2/2014,78.7,168486,79.59,79.59,78.38
8/29/2014,79.49,106987,78.74,79.83,78.028
8/28/2014,78.78,132525,77.99,79.96,77.76
8/27/2014,78.47,171768,77.94,79.108,77.28
8/26/2014,78.16,95464,76.93,78.24,76.71
8/25/2014,76.86,89766,76.5,76.95,75.78
8/22/2014,76.24,54222,75.79,76.75,75.79
8/21/2014,76.28,72318,76.57,76.86,76.04
8/20/2014,76.76,76127,77.26,78,76.51
8/19/2014,77.72,50128,77.76,77.98,77.29
8/18/2014,77.45,130130,77.47,77.79,76.72
8/15/2014,76.82,136178,76.92,77.02,75.76
8/14/2014,76.15,65510,76.01,76.16,75.33
8/13/2014,75.74,113451,76.59,76.59,75.61
8/12/2014,76.27,64153,75.77,76.6,75.77
8/11/2014,75.85,74085,75.99,76.75,75.71
8/8/2014,75.49,63716,74.23,75.55,74.14
8/7/2014,74.23,69292,74.83,75.01,73.96
8/6/2014,74.77,96119,73.97,74.93,73.935
8/5/2014,74.45,98789,74.75,74.916,73.95
8/4/2014,74.92,117019,75.3,75.3,74.44
8/1/2014,75,109305,75.37,75.8,74.85
7/31/2014,75.5,173631,76.03,76.42,75.32
7/30/2014,76.8,97073,76.48,76.82,76.11
7/29/2014,76.09,74653,76.47,76.93,75.9
7/28/2014,76.39,112159,76.08,76.44,75.5
7/25/2014,76.02,107245,76.54,76.77,75.68
7/24/2014,77.11,239498,78.25,78.4299,76.94
7/23/2014,77.96,84425,78.6,78.67,77.908
7/22/2014,78.5,111483,77.77,78.94,77.57
7/21/2014,77.58,89221,77.21,77.86,76.56
7/18/2014,77.59,173672,76.66,77.94,76.54
7/17/2014,76.79,146594,77.52,78.05,76.58
7/16/2014,78.11,116988,79.02,79.23,78
7/15/2014,78.61,215337,78.8,79.1,78.37
7/14/2014,78.79,121331,78.96,79.24,78.53
7/11/2014,78.31,87793,77.47,78.41,77.134
7/10/2014,77.55,97979,77.07,77.98,76.51
7/9/2014,78.12,104463,78.02,78.52,77.99
7/8/2014,77.74,161687,78.32,78.32,77.38
7/7/2014,78.54,193436,78.66,79.47,78.54
7/3/2014,78.78,54954,78.54,78.875,78.09
7/2/2014,78.23,159701,77.96,78.54,77.48
7/1/2014,78.21,168577,77.25,79.2,77.25
6/30/2014,77.18,162945,77.1,77.6,76.52
6/27/2014,77.1,247092,76.26,77.37,76.2101
6/26/2014,76.74,107215,76.96,77.11,76.32
6/25/2014,77.11,186086,76.34,77.16,76.34
6/24/2014,76.79,166361,76.23,77.32,76.23
6/23/2014,76.36,187995,76,76.55,75.261
6/20/2014,75.56,221462,76.57,76.57,75.49
6/19/2014,76.2,177521,75.42,76.52,74.92
6/18/2014,75.8,125013,75.03,75.85,74.183
6/17/2014,75.09,162882,74.76,75.74,74.566
6/16/2014,74.93,125746,75.67,75.67,74.15
6/13/2014,75.54,122502,75.68,76.19,74.83
6/12/2014,75.21,157692,75.88,76.146,74.88
6/11/2014,75.99,167613,76.65,77.07,75.9
6/10/2014,77,146862,76.36,77.2,76.36
6/9/2014,76.52,257321,76.27,76.7,75.83
6/6/2014,76.22,740152,74.38,76.98,74.38
6/5/2014,72,165136,71.31,72.56,70.88
6/4/2014,71.19,107829,70.86,71.74,70.7
6/3/2014,71.04,161302,70.3,71.22,70.15
6/2/2014,70.78,272144,70.64,71.23,70
5/30/2014,69.69,152544,69.88,70,69.35
5/29/2014,69.66,101738,70.14,70.14,69.33
5/28/2014,69.62,135379,69.88,70,69.48
5/27/2014,70,153081,70.46,70.89,69.77
5/23/2014,70.14,166162,70.1,71,69.565
5/22/2014,69.77,544071,69.7,70.63,68.85
5/21/2014,69.5,484410,66.57,69.7,66.12
5/20/2014,66.37,204214,66.97,66.97,65.96
5/19/2014,67.02,132571,66.05,67.04,66
5/16/2014,66.28,90980,65.71,66.29,65.36
5/15/2014,65.87,133589,65.78,65.915,64.615
5/14/2014,66.04,192545,67.74,67.74,65.85
5/13/2014,67.78,146732,68.47,69.1,67.74
5/12/2014,68.7,161332,68.07,69.22,68.07
5/9/2014,67.93,187926,67.15,68.03,67.098
5/8/2014,67.33,175151,66.78,67.5,66.5
5/7/2014,67.14,169649,67.61,67.91,66.16
5/6/2014,67.49,251703,67.09,67.98,67.028
5/5/2014,67.34,167290,67.6,67.9,67
5/2/2014,68.06,310355,69.34,69.74,67.885
5/1/2014,69,219288,69.11,69.43,68.38
4/30/2014,69.23,215417,69.2,69.39,68.3
4/29/2014,69.25,173144,68.95,69.36,68.29
4/28/2014,68.54,330224,67.47,68.62,67.22
4/25/2014,67.39,182201,67.28,67.54,66.84
4/24/2014,67.51,240160,66.04,67.56,65.95
4/23/2014,65.55,164791,66.1,66.53,65.3601
4/22/2014,66.29,129829,65.16,66.37,65.16
4/21/2014,65.18,108328,65.58,65.765,64.94
4/17/2014,65.62,169143,65.3,65.9175,65.092
4/16/2014,65.4,192077,65.67,65.8893,65
4/15/2014,65.2,239818,65.64,65.71,64.47
4/14/2014,65.51,118734,65.61,66.2225,65
4/11/2014,64.9,126996,65,65.54,64.64
4/10/2014,65.53,188968,67.28,67.62,65.21
4/9/2014,67.35,89120,67.55,67.76,67.05
4/8/2014,67.31,190411,67.14,68.04,67.05
4/7/2014,67.16,301070,67.76,68.02,66.67
4/4/2014,67.99,174726,70.17,70.17,67.931
4/3/2014,69.61,140712,70.06,70.06,69.265
4/2/2014,70.02,118830,70.13,70.31,69.82
4/1/2014,70.09,198188,69.93,70.26,69.85
3/31/2014,69.7,157467,69.63,70.02,69.27
3/28/2014,69.33,260689,69.01,70.19,69
3/27/2014,69.45,259505,70.87,70.87,69.04
3/26/2014,70.95,349916,72.35,72.35,70.95
3/25/2014,71.9,278472,72.21,72.21,71.17
3/24/2014,71.96,242519,72.69,72.7625,71.57
3/21/2014,72.58,327781,72.7,72.98,72.27
3/20/2014,72.46,205009,71.5,72.67,71.03
3/19/2014,71.52,259095,71.64,71.985,70.83
3/18/2014,71.49,328648,70.52,71.52,70.22
3/17/2014,70.37,316339,69.84,70.92,69.84
3/14/2014,69.69,595072,69,70.17,68.66
3/13/2014,69.25,853594,70.22,70.4,68.47
3/12/2014,71.29,164798,70.94,71.56,70.62
3/11/2014,71.16,254309,71.17,71.7,70.55
3/10/2014,70.76,190058,71.19,71.66,70.49
3/7/2014,71.24,147278,71.83,72,71.19
3/6/2014,71.36,179012,71.22,71.92,71.22
3/5/2014,71,208755,69.79,71.27,69.77
3/4/2014,69.79,751049,70.04,70.6,69.78
3/3/2014,69.07,299746,69.99,69.99,68.8
2/28/2014,70.32,215197,70.78,70.92,70
2/27/2014,70.7,186810,71,71.255,70.36
2/26/2014,71.05,757389,72.06,72.5,71
2/25/2014,72,178672,72.3,73.08,71.8501
2/24/2014,72.14,189466,70.8,72.42,70.8
2/21/2014,70.55,191143,71.14,71.22,70.5
2/20/2014,70.85,107264,70.89,71.4299,70.74
2/19/2014,70.67,169779,70.74,71.398,70.58
2/18/2014,71.09,150897,71.21,71.73,70.56
2/14/2014,71.14,154438,70.33,71.29,70.06
2/13/2014,70.31,225701,68.75,70.338,68.75
2/12/2014,69.12,159484,69,69.776,69
2/11/2014,68.95,322156,69.07,69.27,68.59
2/10/2014,68.84,260676,69.6,69.969,68.44
2/7/2014,69.44,302894,68.45,69.53,68
2/6/2014,68.19,170754,68.28,69.12,68.17
2/5/2014,68.09,253485,69.42,69.42,67.87
2/4/2014,69.42,296740,68.65,69.79,68.36
2/3/2014,68.21,386501,68.13,68.5,67.38
1/31/2014,68.15,225413,67.6,69.14,67.2395
1/30/2014,68.83,318820,68.88,69.63,68.46
1/29/2014,68.61,296612,69.18,69.5,68.3025
1/28/2014,69.65,453298,69.16,69.86,68.79
1/27/2014,69.13,160601,70.79,70.834,69.04
1/24/2014,70.51,160796,71.17,71.698,70.344
1/23/2014,71.81,246816,72.37,72.44,71.32
1/22/2014,72.67,174994,72.8,73.1,72.31
1/21/2014,72.63,146189,72.35,72.7,71.54
1/17/2014,72.13,137436,73.31,73.78,72
1/16/2014,73.37,125364,72.9,73.65,72.5
1/15/2014,73.09,290744,72.15,73.6,71.86
1/14/2014,72.17,242258,71.5,72.36,71.5
1/13/2014,71.5,204734,71.92,71.96,71.1
1/10/2014,71.87,183075,72.62,73.13,71.13
1/9/2014,72.58,123203,72.88,72.88,71.914
1/8/2014,72.57,181795,73.88,73.88,72.13
1/7/2014,73.94,107111,74.44,75.09,73.52
1/6/2014,74.17,119887,75.01,75.04,74.09
1/3/2014,74.77,105551,74.98,75.31,74.26
1/2/2014,74.99,210020,75.17,75.4199,74.0736
12/31/2013,75.23,290190,75.16,76.01,74.46
12/30/2013,75.25,116698,74.52,75.26,74.065
12/27/2013,74.53,91122,75.69,75.69,74.02
12/26/2013,75.34,91937,75.46,75.59,75.02
12/24/2013,74.94,46023,75.09,75.69,74.82
12/23/2013,75.11,166144,75.34,75.99,74.42
12/20/2013,75.03,474161,74.47,75.17,74.33
12/19/2013,74.19,154783,75.4,75.98,74
12/18/2013,75.39,316256,74.04,75.54,73.805
12/17/2013,74.05,80150,74.41,74.41,73.37
12/16/2013,74.39,207210,74.3,74.978,73.93
12/13/2013,74.16,151946,73.87,74.767,73.15
12/12/2013,73.75,173678,73.83,74.03,73.29
12/11/2013,73.85,226548,73.46,74.148,73.2
12/10/2013,73.46,512512,75.62,75.62,72.385
12/9/2013,75.98,214793,74.89,76.11,74.499
12/6/2013,74.9,103273,75.77,75.94,74.46
12/5/2013,74.94,118239,73.61,74.99,73.42
12/4/2013,73.69,90779,73.6,74.08,71.88
12/3/2013,74.06,136169,74.09,74.72,73.264
12/2/2013,74.28,90741,75.78,76.2,74.09
11/29/2013,75.79,123927,76.09,76.9,75.63
11/27/2013,75.61,144040,75.65,75.77,74.83
11/26/2013,75.44,243516,75.01,75.73,74.85
11/25/2013,74.77,77286,75.16,75.64,74.57
11/22/2013,74.97,94841,75,75.3099,74.42
11/21/2013,74.84,142902,74.83,75.18,74.216
11/20/2013,74.36,167735,74.9,75.32,74.03
11/19/2013,74.71,418240,73.74,75.9,73.53
11/18/2013,72.33,143939,72.83,73.19,71.88
11/15/2013,72.71,147915,73.51,73.51,72.41
11/14/2013,73.59,222173,71.16,74.09,70.52
11/13/2013,71.08,74437,70.05,71.346,70.05
11/12/2013,70.49,84746,70.55,70.72,69.43
11/11/2013,70.6,41390,70.74,70.95,70.33
11/8/2013,70.78,86022,69.7,70.914,69.7
11/7/2013,69.79,104774,70.97,71.43,69.66
11/6/2013,70.8,59012,71.31,71.31,70.66
11/5/2013,70.82,102779,70.8,71.4,70.15
11/4/2013,71.28,112022,70.55,71.36,70.33
11/1/2013,70.46,132910,70.32,70.81,69.95
10/31/2013,70.45,124564,71.34,71.91,70.45
10/30/2013,71.39,114500,72.55,72.55,71.1225
10/29/2013,72.38,57986,72.49,73.11,71.95
10/28/2013,72.45,143217,72.83,72.87,71.84
10/25/2013,72.7,125370,72.17,72.75,71.6
10/24/2013,71.87,93786,70.8,72.04,70.8
10/23/2013,70.53,98591,70.67,71.144,70.18
10/22/2013,71.06,81774,70.45,71.37,70.45
10/21/2013,70.35,113387,71.01,71.24,69.82
10/18/2013,71.14,173692,70.58,71.28,69.88
10/17/2013,70,90445,68.82,70.12,68.81
10/16/2013,69.22,159075,69,69.5,68.77
10/15/2013,68.59,86024,68.85,68.94,68.145
10/14/2013,68.88,92501,68.05,68.99,68.0001
10/11/2013,68.51,117162,66.54,68.75,66.54
10/10/2013,66.92,114039,66.49,67.07,66.11
10/9/2013,65.61,161443,66.06,66.15,65.1
10/8/2013,66.05,138434,67.07,67.255,66
10/7/2013,67.17,154417,67.89,68.19,67.13
10/4/2013,68.6,82801,67.81,68.81,67.7
10/3/2013,67.99,194477,69.23,69.48,67.96
10/2/2013,69.56,188816,69.79,69.99,69.07
10/1/2013,70.08,305030,69.52,70.24,68.84
9/30/2013,69.38,204933,69.13,69.74,68.51
9/27/2013,69.59,224906,70.01,70.89,68.53
9/26/2013,68.98,165146,68.86,69.74,68.335
9/25/2013,68.58,134537,69.08,69.69,68.29
9/24/2013,69.07,167299,68.93,70.02,68.25
9/23/2013,68.79,152241,69.36,69.55,68.536
9/20/2013,69.16,224545,68.58,69.74,68.25
9/19/2013,68.88,177482,69.55,70.07,68.676
9/18/2013,69.5,151832,70,70,69.2
9/17/2013,69.98,150068,69.23,70.22,68.88
9/16/2013,69.23,83795,69.49,70.27,69.2
9/13/2013,68.99,69674,68.99,69.19,68.47
9/12/2013,68.59,191930,68.97,69.305,68.28
9/11/2013,69.09,115344,70.95,70.95,68.99
9/10/2013,70.39,67151,69.7,70.72,69.33
9/9/2013,69.31,99989,68.71,69.64,68.5
9/6/2013,68.41,87127,70.26,70.26,68.15
9/5/2013,69.81,108342,69.27,69.91,68.875
9/4/2013,69,141566,67.9,69.39,67.9
9/3/2013,67.98,115346,68.93,69.085,67.455
8/30/2013,68,106015,68.9,68.9,67.76
8/29/2013,69.09,64825,68.65,69.72,68.65
8/28/2013,68.82,107579,69.45,69.49,68.62
8/27/2013,69.47,141948,69.93,70.1,69.34
8/26/2013,70.64,206457,70.16,71.18,69.81
8/23/2013,70.08,89529,70.2,70.295,69.27
8/22/2013,70.2,63287,68.61,70.55,68.61
8/21/2013,68.38,75788,68.06,69.03,68.01
8/20/2013,68.32,76247,67.66,68.73,67.44
8/19/2013,67.57,80348,66.38,68.14,66.08
8/16/2013,66.47,89716,66.56,68.155,66.34
8/15/2013,66.9,124537,68.09,68.09,66.66
8/14/2013,68.95,258937,69.63,70.26,68.83
8/13/2013,69.64,169237,68.94,70.15,68.38
8/12/2013,68.86,120539,67.86,69.02,67.86
8/9/2013,68.38,65474,68.54,68.94,67.99
8/8/2013,68.79,47849,68.16,68.94,67.85
8/7/2013,67.76,61483,68.26,68.479,67.61
8/6/2013,68.62,184530,68.6,68.81,67.84
8/5/2013,68.64,191887,68.48,68.81,68.11
8/2/2013,68.34,72713,67.93,68.59,67.29
8/1/2013,67.94,146783,67.59,68.16,67.35
7/31/2013,66.98,200721,67.1,67.74,66.82
7/30/2013,66.98,73337,66.44,67.22,65.99
7/29/2013,65.93,97228,66,66.2835,65.468
7/26/2013,66.17,63327,65.77,66.35,65.03
7/25/2013,66.27,64694,65.41,66.5,65.41
7/24/2013,65.49,82886,66.38,66.4999,65.37
7/23/2013,66.04,117574,65.92,66.37,65.81
7/22/2013,65.94,110280,66,66.16,65.595
7/19/2013,65.83,111914,65.86,66.18,65.61
7/18/2013,65.94,80230,65.85,66.67,65.85
7/17/2013,65.76,202009,65.79,66.69,65.29
7/16/2013,65.58,90391,66.01,66.09,65.314
7/15/2013,66.04,68901,66.01,66.53,65.65
7/12/2013,66.03,100604,65.76,66.76,65.76
7/11/2013,65.8,82103,65.18,65.9,65.18
7/10/2013,64.84,77034,64.74,65.254,64.34
7/9/2013,64.61,98902,64.75,64.92,64.27
7/8/2013,64.37,70489,63.91,64.55,63.878
7/5/2013,63.65,96981,63.29,63.76,62.67
7/3/2013,62.6,72506,62.12,62.75,61.9764
7/2/2013,62.5,154085,62.41,62.77,61.95
7/1/2013,62.5,178212,61.96,62.97,61.625
6/28/2013,61.52,885247,61.44,62.24,60.65
6/27/2013,61.72,402514,61.27,61.99,60.93
6/26/2013,60.78,332337,61.5,61.5,60.7
6/25/2013,60.92,215195,60.73,61.7975,60.01
6/24/2013,60.33,195143,60.73,60.92,60.18
6/21/2013,61.3,960092,61.85,62.2799,60.49
6/20/2013,61.59,123240,63.1,63.18,61.07
6/19/2013,63.59,78906,64.24,64.73,63.57
6/18/2013,64.25,93965,63.3,64.31,63.3
6/17/2013,63.28,154681,63.97,64.21,63
6/14/2013,63.53,129258,64.03,64.35,63.17
6/13/2013,64.08,171704,63.49,64.37,63.23
6/12/2013,63.63,131344,64.4,64.4,63.31
6/11/2013,63.86,267728,63.65,64.64,62.95
6/10/2013,64.03,188303,63.9,64.63,63.63
6/7/2013,63.89,336208,60.01,64.66,59.9501
6/6/2013,62.16,408348,62.96,63.15,61.54
6/5/2013,62.97,221826,63.53,63.99,62.71
6/4/2013,63.68,127572,64.12,64.29,63.08
6/3/2013,64.09,206236,64.41,64.54,63.22
5/31/2013,64.05,285035,63.38,64.95,63.03
5/30/2013,62.89,239115,64.9,64.9,62.89
5/29/2013,64.99,91319,66.6,66.67,64.95
5/28/2013,66.91,94363,66.19,67.285,66.19
5/24/2013,65.56,74955,64.95,65.658,64.56
5/23/2013,65.33,145438,64.94,65.64,64.7401
5/22/2013,65.27,221143,66.02,66.47,64.8
5/21/2013,66,121025,66.11,66.34,65.88
5/20/2013,66.02,161398,66.5,66.9999,65.68
5/17/2013,66.42,242854,64.32,66.7975,64.27
5/16/2013,64.23,63945,64.53,64.75,64.04
5/15/2013,64.62,140153,64.93,64.96,64.18
5/14/2013,64.95,95877,64.02,64.99,64.01
5/13/2013,64.02,109965,63.84,64.27,63.501
5/10/2013,63.98,107067,63.46,64.09,63.181
5/9/2013,63.26,145659,63.07,63.62,62.82
5/8/2013,63.02,197128,61.91,63.04,61.62
5/7/2013,62.04,208789,62.11,62.26,61.65
5/6/2013,61.86,158220,61.65,62.04,61.38
5/3/2013,61.48,133104,61.12,61.89,60.84
5/2/2013,60.41,128187,60,61.07,59.7
5/1/2013,59.55,236192,60.01,60.16,59.17
4/30/2013,60.3,197399,60.13,61.019,60.07
4/29/2013,60.09,73226,60.43,60.65,59.92
4/26/2013,60.08,127074,60.35,60.54,59.65
4/25/2013,60.44,204849,60.39,61.27,60.25
4/24/2013,59.97,127672,60.72,60.81,59.735
4/23/2013,60.22,150929,60.26,60.92,59.48
4/22/2013,59.79,177625,59.86,60.09,59.105
4/19/2013,59.69,156317,59.15,59.94,58.5
4/18/2013,59.16,193108,60.48,60.57,58.69
4/17/2013,60.41,445883,58.8,60.59,58.12
4/16/2013,59.35,276754,58.94,59.57,58.6
4/15/2013,58.53,209932,61.18,61.44,58.455
4/12/2013,61.52,278800,61.49,62.075,61.1
4/11/2013,61.5,315332,61.38,62.21,61.3201
4/10/2013,61.4,337989,61.37,61.81,61.14
4/9/2013,61.19,412009,60.61,61.56,60.39
4/8/2013,60.67,237290,59.94,60.93,59.92
4/5/2013,61.16,179817,60.81,61.16,60.245
4/4/2013,61.71,198149,62.39,62.39,61.36
4/3/2013,62.35,335276,63.97,64.2199,62.26
4/2/2013,63.98,478462,63.01,64.33,62.91
4/1/2013,62.58,297510,62.41,62.69,61.52
3/28/2013,62.32,219336,61.22,62.52,61.08
3/27/2013,61.06,1125849,61.15,61.275,60.97
3/26/2013,61.49,147000,61.16,61.65,60.77
3/25/2013,60.8,258902,60.79,60.9775,60.49
3/22/2013,60.68,416777,60.33,60.93,60.16
3/21/2013,61.75,150294,61.58,62.1,61.26
3/20/2013,62.13,129205,61.87,62.55,61.86
3/19/2013,61.29,162727,61.31,61.36,60.57
3/18/2013,61.27,220434,60.88,61.43,60.88
3/15/2013,61.57,275493,61.3,61.66,60.6837
3/14/2013,61.2,288522,60.97,61.25,60.58
3/13/2013,60.8,209472,61.13,61.45,60.74
3/12/2013,60.98,276845,61.12,62.11,60.93
3/11/2013,61.1,409315,63.3,64.11,60.72
3/8/2013,63.4,590054,61.32,63.61,61.08
3/7/2013,60.82,653836,58.84,61.83,58.52
3/6/2013,56.7,321117,57.16,57.26,56.28
3/5/2013,56.91,261942,56.32,56.91,55.7
3/4/2013,56.03,202120,56.07,56.23,55.3
3/1/2013,56.2,218054,54.85,56.34,54.32
2/28/2013,55.24,160213,55.47,55.85,54.92
2/27/2013,55.58,191720,55.29,55.875,54.76
2/26/2013,55.45,431621,55.38,55.92,55.22
2/25/2013,55.06,206699,55.99,55.99,55.06
2/22/2013,55.77,178286,55.15,55.83,54.63
